,g,repr_ATPases
3290,g__Dehalobacterium,FH
3291,g__Dehalococcoides,FH
3292,g__Dehalogenimonas,FH
3293,g__Deianiraea,FH
3294,g__Deinobacterium,AH
3295,g__Deinococcus,AH
3296,g__Deinococcus_A,AH
3297,g__Deinococcus_B,AH
3298,g__Deinococcus_C,AH
3299,g__Dellaglioa,FH
3300,g__Delta-01,FH
3301,g__Delta-02,FH AH ANa
3302,g__Demequina,FH
3303,g__Demetria,FH
3304,g__Deminuibacter,FH
3305,g__Dendrosporobacter,FH
3306,g__Denitratisoma,FH
3307,g__Denitrobacterium,FH
3308,g__Denitrobaculum,FH
3309,g__Denitromonas,FH NH
3310,g__Denitrovibrio,FH
3311,g__Dermabacter,FH
3312,g__Dermacoccus,FH
3313,g__Dermatophilus,FH
3314,g__Derxia,FH
3315,g__Desemzia,FH ANa
3316,g__Desertiactinospora,FH
3317,g__Desertifilum,FH
3318,g__Desertihabitans,FH
3319,g__Desertimonas,FH
3320,g__Desmospora,FH
3321,g__Desnuesiella,FH AH ANa
3322,g__Desulfacinum,FH
3323,g__Desulfallas_A,FH
3324,g__Desulfallas_B,FH
3325,g__Desulfamplus,FH
3326,g__Desulfarculus,FH ANa
3327,g__Desulfatibacillum,FH
3328,g__Desulfatiglans,FH NNa
3329,g__Desulfatirhabdium,FH
3330,g__Desulfatitalea,FH NNa
3331,g__Desulfitibacter,FH
3332,g__Desulfitobacterium,FH
3333,g__Desulfitobacterium_A,FH
3334,g__Desulfobacca,FH
3335,g__Desulfobacca_B,FH
3336,g__Desulfobacter,FH NNa
3337,g__Desulfobacterium_A,FH
3338,g__Desulfobacterium_B,FH NNa
3339,g__Desulfobacula,FH
3340,g__Desulfobaculum,FH NNa
3341,g__Desulfobotulus,FH
3342,g__Desulfobulbus,FH
3343,g__Desulfobulbus_A,FH
3344,g__Desulfobulbus_B,FH
3345,g__Desulfobulbus_C,FH
3346,g__Desulfocapsa,FH NNa
3347,g__Desulfocarbo,FH
3348,g__Desulfococcus,FH NNa
3349,g__Desulfocucumis,FH NH
3350,g__Desulfocurvibacter,FH NNa
3351,g__Desulfocurvus,FH
3352,g__Desulfofarcimen,FH
3353,g__Desulfofarcimen_A,FH
3354,g__Desulfofervidus,FH
3355,g__Desulfofundulus,FH
3356,g__Desulfofundulus_A,FH
3357,g__Desulfofustis,FH NNa
3358,g__Desulfoglaeba,FH
3359,g__Desulfohalobium,FH ANa
3360,g__Desulfohalotomaculum,FH
3361,g__Desulfohalovibrio,FH
3362,g__Desulfoluna,FH
3363,g__Desulfolutivibrio,FH
3364,g__Desulfomicrobium,FH
3365,g__Desulfomonile,FH
3366,g__Desulfonatronospira,FH
3367,g__Desulfonatronovibrio,FH
3368,g__Desulfonatronum,FH
3369,g__Desulfonauticus,FH
3370,g__Desulfonema,FH NNa
3371,g__Desulfonispora,FH
3372,g__Desulfopertinax,FH
3373,g__Desulfopila,FH NH
3374,g__Desulfoplanes,FH NNa
3375,g__Desulfoprunum,FH NH NNa
3376,g__Desulforegula,FH AH
3377,g__Desulforhabdus,FH ANa NNa
3378,g__Desulforhopalus,FH
3379,g__Desulforudis,FH
3380,g__Desulfosalsimonas,FH
3381,g__Desulfosarcina,FH NNa
3382,g__Desulfosoma,FH
3383,g__Desulfospira,FH
3384,g__Desulfosporosinus,FH
3385,g__Desulfosudis,FH FNa
3386,g__Desulfotalea,FH
3387,g__Desulfothermus,FH
3388,g__Desulfotignum,FH NNa
3389,g__Desulfotomaculum,FH
3390,g__Desulfotomaculum_G,FH
3391,g__Desulfovermiculus,FH ANa
3392,g__Desulfovibrio,FH
3393,g__Desulfovibrio_Q,FH
3394,g__Desulfovibrio_R,FH ANa NNa
3395,g__Desulfovirgula,FH
3396,g__Desulfurella,FH
3397,g__Desulfuribacillus,FH
3398,g__Desulfuribacillus_A,FH
3399,g__Desulfurispira,FH
3400,g__Desulfurispirillum,FH
3401,g__Desulfurispora,FH
3402,g__Desulfurivibrio,FH
3403,g__Desulfurobacterium,FH
3404,g__Desulfurobacterium_A,FH AH
3405,g__Desulfurococcus,ANa
3406,g__Desulfuromonas,FH NNa
3407,g__Desulfuromusa,FH
3408,g__Dethiobacter,ANa
3409,g__Dethiosulfatarculus,FH
3410,g__Dethiosulfatibacter,FNa AH
3411,g__Dethiosulfovibrio,AH ANa
3412,g__Devosia,FH
3413,g__Devosia_A,FH
3414,g__Devriesea,FH
3415,g__Dialister,FH
3416,g__Dialister_B,FH
3417,g__Diaminobutyricibacter,FH
3418,g__Diaminobutyricimonas,FH
3419,g__Diaphorobacter,FH
3420,g__Diaphorobacter_A,FH
3421,g__Dichelobacter,FH
3422,g__Dichloromethanomonas,FH
3423,g__Dichotomicrobium,FH AH NNa
3424,g__Dickeya,FH
3425,g__Dictyobacter,FH
3426,g__Dictyoglomus,FH ANa
3427,g__Didemnitutus,FH
3428,g__Dielma,FNa AH
3429,g__Dietzia,FH
3430,g__Dinghuibacter,FH
3431,g__Dinoroseobacter,FH
3432,g__Diplorickettsia,FH
3433,g__Dissulfuribacter,FH
3434,g__Dissulfurirhabdus,FH NNa
3435,g__Dokdonella,FH
3436,g__Dokdonella_A,FH
3437,g__Dokdonia,FH
3438,g__Dolichospermum,FH
3439,g__Dolosicoccus,FH ANa
3440,g__Dolosigranulum,FH ANa
3441,g__Domibacillus,FH
3442,g__Donghicola,FH NNa
3443,g__Dongia,FH
3444,g__Dongshaea,FH AH
3445,g__Doolittlea,q F-
3446,g__Dorea,FH AH ANa
3447,g__Dorea_A,FH AH ANa
3448,g__Dorea_B,AH ANa
3449,g__Dormibacter,FH
3450,g__Draconibacterium,FH ANa
3451,g__Dubosiella,FNa
3452,g__Duganella,FH
3453,g__Duncaniella,FH
3454,g__Duodenibacillus,FH
3455,g__Dwaynesavagella,AH
3456,g__Dyadobacter,FH
3457,g__Dyella,FH
3458,g__Dyella_A,FH NH
3459,g__Dysgonomonas,FH
3460,g__Dysosmobacter,ANa
3461,g__E26-bin7,FH
3462,g__E29-bin14,AH ANa
3463,g__E29-bin15,FH
3464,g__E29-bin54,ANa
3465,g__E29-bin73,ANa
3466,g__E44-bin10,ANa
3467,g__E44-bin18,ANa
3468,g__E44-bin26,FH
3469,g__E44-bin32,FH
3470,g__E44-bin39,AH NNa
3471,g__E44-bin46,ANa
3472,g__E44-bin52,FNa
3473,g__E44-bin80,ANa
3474,g__E44-bin88,FH
3475,g__E44-bin89,FH
3476,g__E85,FH
3477,g__EA-19,q AH
3478,g__EA-27,AH
3479,g__EB88,FH
3480,g__EC70,FH
3481,g__ECH-B-1,AH
3482,g__ECT2AJA-110-A,FH
3483,g__ELB16-189,FH
3484,g__EMTCatB1,FH AH ANa
3485,g__ER4,FH ANa
3486,g__ER46,FH
3487,g__ES-bin-26,FH
3488,g__ESFC-1,FH
3489,g__ETA-A8,FH
3490,g__ETH-SRB1,FH NNa
3491,g__ETT8,FH
3492,g__EW11,FH
3493,g__EX4484-121,AH
3494,g__EX4484-135,nothing
3495,g__EX4484-15,AH
3496,g__EX4484-2,AH
3497,g__EX4484-204,ANa
3498,g__EX4484-205,AH
3499,g__EX4484-217-1,ANa
3500,g__EX4484-218,AH
3501,g__EX4484-224,nothing
3502,g__EX4484-31,nothing
3503,g__EX4484-36,nothing
3504,g__EX4484-52,AH
3505,g__EX4484-58,ANa
3506,g__EX4484-6,ANa
3507,g__EX4484-71,nothing
3508,g__EX4572-165,ANa
3509,g__EX4572-44,AH
3510,g__EX4572-64,q AH
3511,g__Echinicola,FH
3512,g__Ectobacillus,FH
3513,g__Ectothiorhodosinus,FH
3514,g__Ectothiorhodospira,FH
3515,g__Edaphobacter,FH
3516,g__Edaphocola,FH
3517,g__Edaphovirga,FH
3518,g__Edwardiiplasma,FH
3519,g__Edwardsiella,FH
3520,g__Effusibacillus,FH
3521,g__Eggerthella,FH
3522,g__Eggerthia,FH AH
3523,g__Egibacter,FH
3524,g__Egicoccus,FH
3525,g__EhC02,FH NNa
3526,g__Ehrlichia,FH
3527,g__Eikenella,FH
3528,g__Eilatimonas,FH AH
3529,g__Eisenbergiella,FNa AH
3530,g__Eisenibacter,FH
3531,g__Ekhidna,FH
3532,g__Elainella,FH
3533,g__Elarobacter,FH
3534,g__Electronema,FH
3535,g__Electrothrix,FH
3536,g__Elioraea,FH
3537,g__Elioraea_A,FH
3538,g__Elizabethkingia,FH
3539,g__Ellagibacter,FH
3540,g__Elstera,FH
3541,g__Elusimicrobium,FH
3542,g__Embleya,FH
3543,g__Emcibacter,FH
3544,g__Emcibacter_A,FH
3545,g__Emergencia,ANa
3546,g__Empedobacter,FH
3547,g__Emticicia,FH
3548,g__Endobacter,FH
3549,g__Endobugula,FH
3550,g__Endolissoclinum,FH
3551,g__Endomicrobium,FH
3552,g__Endomicrobium_A,FH
3553,g__Endoriftia,AH
3554,g__Endozoicomonas,FH ANa
3555,g__Enhygromyxa,FH NNa
3556,g__Enorma,FH
3557,g__Ensifer,FH
3558,g__Ensifer_A,FH
3559,g__Enteractinococcus,FH
3560,g__Enterobacillus,FH
3561,g__Enterobacter,FH
3562,g__Enterobacter_A,FH
3563,g__Enterobacter_B,FH
3564,g__Enterobacter_D,FH
3565,g__Enterocloster,FH AH ANa
3566,g__Enterococcus,FH ANa
3567,g__Enterococcus_A,FH ANa
3568,g__Enterococcus_B,FH ANa
3569,g__Enterococcus_C,FH ANa
3570,g__Enterococcus_D,FH ANa ANa
3571,g__Enterococcus_E,FH ANa
3572,g__Enterococcus_F,FH
3573,g__Enterococcus_G,FH ANa
3574,g__Enterococcus_H,FH ANa
3575,g__Enterococcus_I,FH ANa ANa
3576,g__Enterococcus_J,FH
3577,g__Enteroscipio,FH
3578,g__Enterovibrio,FH
3579,g__Enterovirga,FH
3580,g__Entomomonas,FH
3581,g__Entomoplasma,FH
3582,g__Entotheonella,FH NNa
3583,g__Eoetvoesia,FH
3584,g__Eperythrozoon_A,FH
3585,g__Eperythrozoon_B,FH
3586,g__Epibacterium,FH
3587,g__Epidermidibacterium,FH
3588,g__Epilithonimonas,FH
3589,g__Epulopiscium_A,FNa AH
3590,g__Epulopiscium_B,FNa AH
3591,g__Epulopiscium_C,FNa AH
3592,g__Epulopiscium_D,FNa AH
3593,g__Erabacter,FH
3594,g__Ereboglobus,FH
3595,g__Eremiobacter,FH
3596,g__Eremococcus,FH FH
3597,g__Erwinia,FH
3598,g__Erwinia_A,FH
3599,g__Erwinia_B,FH
3600,g__Erysipelatoclostridium,FH AH
3601,g__Erysipelothrix,FH AH ANa
3602,g__Erythrobacter,FH
3603,g__Erythrobacter_A,FH
3604,g__Escherichia,FH
3605,g__Escherichia_C,FH
3606,g__Estrella,FH ANa
3607,g__Ethanoligenens,AH
3608,g__Ethanoperedens,AH
3609,g__Eubacterium,AH ANa
3610,g__Eubacterium_A,FH ANa
3611,g__Eubacterium_B,FH ANa
3612,g__Eubacterium_C,FH ANa
3613,g__Eubacterium_F,FNa
3614,g__Eubacterium_G,FH AH ANa
3615,g__Eubacterium_H,FH ANa
3616,g__Eubacterium_I,FH ANa
3617,g__Eubacterium_J,FNa
3618,g__Eubacterium_M,ANa
3619,g__Eubacterium_N,ANa
3620,g__Eubacterium_O,AH ANa
3621,g__Eubacterium_Q,FH ANa
3622,g__Eubacterium_R,FH
3623,g__Eubacterium_S,FH FNa
3624,g__Eubacterium_T,FH ANa
3625,g__Eudoraea,FH
3626,g__Euryhalocaulis,FH
3627,g__Euzebya,FH
3628,g__Euzebyella,FH
3629,g__Evansia,FH
3630,g__Evtepia,FH ANa
3631,g__Ewingella,FH
3632,g__Exiguobacterium,FH
3633,g__Exiguobacterium_A,FH
3634,g__Exilibacterium,FH AH
3635,g__Exilispira,ANa
3636,g__Extensimonas,FH
3637,g__Extibacter,FH AH ANa
3638,g__Ezakiella,FNa
3639,g__F-3ap,FNa AH
3640,g__F0040,FH
3641,g__F0058,FH
3642,g__F0422,FH
3643,g__F0428,FNa AH
3644,g__F0540,FH
3645,g__F082,FH ANa
3646,g__F1-120-MAGs023,FH
3647,g__F1-120-MAGs055,FH
3648,g__F1-120-MAGs118,FH
3649,g__F1-120-MAGs170,FH
3650,g__F1-120-MAGs238,q FH
3651,g__F1-140-MAGs086,q FH
3652,g__F1-140-MAGs142,FH
3653,g__F1-20-MAGs016,FH
3654,g__F1-20-MAGs119,FH
3655,g__F1-20-MAGs160,FH
3656,g__F1-60-MAGs027,FH
3657,g__F1-60-MAGs104,FH
3658,g__F1-60-MAGs120,q FH
3659,g__F1-60-MAGs140,FH
3660,g__F1-60-MAGs149,FH
3661,g__F1-60-MAGs163,FH
3662,g__F1-80-MAGS106,FH
3663,g__F1-80-MAGs030,q FH
3664,g__F1-80-MAGs062,q FH ANa
3665,g__F11,FH
3666,g__F202Z8,FH
3667,g__F23-B02,FH ANa
3668,g__F23-D06,FH
3669,g__F2B08,FH
3670,g__FD2005,FH FNa
3671,g__FEB-10,ANa
3672,g__FEB-12,FH
3673,g__FEB-17,FH
3674,g__FEB-22,q FH
3675,g__FEB-25,FH
3676,g__FEB-35,AH
3677,g__FEB-7,FH AH
3678,g__FEN-1073,FH
3679,g__FEN-1088,FH
3680,g__FEN-1099,q FH
3681,g__FEN-1139,FH
3682,g__FEN-1143,FH
3683,g__FEN-1160,FH NH
3684,g__FEN-1173,FH
3685,g__FEN-1177,nothing
3686,g__FEN-1185,FH
3687,g__FEN-1191,FH
3688,g__FEN-1219,FH
3689,g__FEN-1226,FH
3690,g__FEN-1250,FH
3691,g__FEN-1251,NH
3692,g__FEN-1257,FH
3693,g__FEN-1279,FH
3694,g__FEN-1297,FH
3695,g__FEN-1320,FH
3696,g__FEN-1322,FH
3697,g__FEN-1329,q FH
3698,g__FEN-1343,FH
3699,g__FEN-1344,FH
3700,g__FEN-1346,AH
3701,g__FEN-1349,q FH
3702,g__FEN-1350,FH ANa
3703,g__FEN-1388,ANa NH
3704,g__FEN-299,nothing
3705,g__FEN-33,AH
3706,g__FEN-335,FH
3707,g__FEN-336,FH
3708,g__FEN-413,FH NNa
3709,g__FEN-672,q FH
3710,g__FEN-680,AH
3711,g__FEN-727,AH
3712,g__FEN-921,NH
3713,g__FEN-943,FH
3714,g__FEN-979,FH
3715,g__FEN-987,AH
3716,g__FJAT-44876,FH
3717,g__FJAT-45350,FH
3718,g__FJAT-46582,FH
3719,g__FKL33,FH
3720,g__FL481,FH NNa
3721,g__FLUQ01,FH
3722,g__FMMP01,FNa AH
3723,g__FREY01,FH
3724,g__FS08-3,FH
3725,g__FW021-bin31,FH
3726,g__FW021-bin43,FH
3727,g__FW300-bin19,FH
3728,g__FW305-bin1,FH
3729,g__FW602-bin16,FH AH
3730,g__FW602-bin19,FH
3731,g__FW602-bin22,FH
3732,g__Fabibacter,FH
3733,g__Fabibacter_A,FH
3734,g__Facklamia,FH ANa
3735,g__Facklamia_A,FH ANa
3736,g__Faecalibacillus,FH AH
3737,g__Faecalibacterium,FH FNa
3738,g__Faecalibaculum,FNa
3739,g__Faecalicoccus,FNa
3740,g__Faecalimonas,FNa AH
3741,g__Faecalitalea,FNa
3742,g__Falsibacillus,FH
3743,g__Falsirhodobacter,FH
3744,g__Falsochrobactrum,FH
3745,g__Fangia,FH
3746,g__Fannyhessea,FH
3747,g__Fastidiosibacter,FH
3748,g__Fastidiosipila,FH ANa
3749,g__FeB-14,FH
3750,g__Fen-1038,AH
3751,g__Fen-1039,FH
3752,g__Fen-1058,FH
3753,g__Fen-1064,FH
3754,g__Fen-1077,FH
3755,g__Fen-1087,FH
3756,g__Fen-1118,q FH FNa
3757,g__Fen-1135,FH
3758,g__Fen-1137,q FH
3759,g__Fen-1166,FH ANa NH
3760,g__Fen-1174,AH
3761,g__Fen-1231,FH
3762,g__Fen-1245,q FH
3763,g__Fen-1247,FH
3764,g__Fen-1254,FH
3765,g__Fen-1255,FH
3766,g__Fen-1258,FH
3767,g__Fen-1260,FH
3768,g__Fen-1262,FH
3769,g__Fen-1268,FH
3770,g__Fen-1273,FH
3771,g__Fen-1298,FH
3772,g__Fen-1301,FH
3773,g__Fen-1308,FH
3774,g__Fen-1317,FH
3775,g__Fen-1326,FH
3776,g__Fen-1342,FH
3777,g__Fen-1359,FH
3778,g__Fen-1362,FH
3779,g__Fen-1364,FH AH
3780,g__Fen-1467,FH
3781,g__Fen-178,q FH
3782,g__Fen-181,NH
3783,g__Fen-183,FH
3784,g__Fen-330,FH
3785,g__Fen-455,FH
3786,g__Fen-549,FH
3787,g__Fen-668,q FH
3788,g__Fen-671,FH
3789,g__Fen-7,AH NH
3790,g__Fen-999,FH
3791,g__Fen731,FH ANa
3792,g__Fenollaria,FNa
3793,g__Ferdinandcohnia,FH
3794,g__Fermentibacter,ANa
3795,g__Fermentimonas,FH ANa
3796,g__Ferrimicrobium,FH
3797,g__Ferrimonas,FH
3798,g__Ferriphaselus,FH
3799,g__Ferrithrix,FH
3800,g__Ferroglobus,AH
3801,g__Ferroplasma,AH
3802,g__Ferrovibrio,FH
3803,g__Ferrovum,FH
3804,g__Ferruginibacter,FH
3805,g__Ferruginivarius,FH NNa
3806,g__Fertoebacter,FH
3807,g__Fervidicella,FH AH ANa
3808,g__Fervidicoccus,AH
3809,g__Fervidicola,FNa AH ANa
3810,g__Fervidobacterium,FNa
3811,g__Fervidobacterium_A,FNa
3812,g__Fibrella,FH
3813,g__Fibrisoma,FH
3814,g__Fibro-01,ANa
3815,g__Fibrobacter,ANa
3816,g__Fibrobacter_A,ANa
3817,g__Fibromonas,ANa
3818,g__Fictibacillus,FH
3819,g__Fictibacillus_A,FH
3820,g__Fictibacillus_C,FH
3821,g__Filifactor,FNa AH
3822,g__Filimonas,FH
3823,g__Filobacillus,FH
3824,g__Filomicrobium,FH
3825,g__Fimbriiglobus,FH NNa
3826,g__Fimbriimonas,FH
3827,g__Finegoldia,AH ANa
3828,g__Finniella,FH
3829,g__Firm-04,FNa AH
3830,g__Firm-07,FH ANa
3831,g__Firm-08,AH ANa
3832,g__Firm-09,FH ANa
3833,g__Firm-10,FNa
3834,g__Firm-11,FH ANa
3835,g__Firm-13,FH ANa
3836,g__Firm-16,FH ANa
3837,g__Firm-18,AH
3838,g__Fischerella,FH
3839,g__Flammeovirga,FH
3840,g__Flaviaesturariibacter,FH
3841,g__Flavicella,FH
3842,g__Flaviflexus,FH
3843,g__Flavihumibacter,FH
3844,g__Flavilitoribacter,FH
3845,g__Flavimaricola,FH
3846,g__Flavimobilis,FH
3847,g__Flavipsychrobacter,FH
3848,g__Flaviramulus,FH
3849,g__Flaviramulus_A,FH
3850,g__Flavisolibacter,FH
3851,g__Flavisolibacter_B,FH
3852,g__Flavivirga,FH
3853,g__Flavobacterium,FH
3854,g__Flavonifractor,FH AH ANa
3855,g__Flectobacillus,FH
3856,g__Flexibacter,FH
3857,g__Flexilinea,FH
3858,g__Flexistipes,FH
3859,g__Flexithrix,FH ANa
3860,g__Flexivirga,FH
3861,g__Floricoccus,FH
3862,g__Fluviibacterium,FH
3863,g__Fluviicoccus,FH
3864,g__Fluviicola,FH
3865,g__Fluviispira,FH
3866,g__Fodinibius,FH
3867,g__Fodinicola,FH
3868,g__Fodinicurvata,FH
3869,g__Fokinia,FH
3870,g__Fonsibacter,FH
3871,g__Fonticella,FH AH ANa
3872,g__Fontimonas,FH
3873,g__Formamonas,FH
3874,g__Formivibrio,FH
3875,g__Formosa,FH
3876,g__Formosimonas,FH
3877,g__Forterrea,nothing
3878,g__Fortiea,FH
3879,g__Fournierella,FH FNa AH
3880,g__Frackibacter,FNa
3881,g__Francisella,FH
3882,g__Francisella_A,FH
3883,g__Franconibacter,FH
3884,g__Frankia,FH
3885,g__Frateuria,FH
3886,g__Frateuria_A,FH
3887,g__Frateuria_B,FH
3888,g__Frederiksenia,FH
3889,g__Fretibacterium,ANa
3890,g__Friedmanniella,FH
3891,g__Friedmanniella_A,FH
3892,g__Frigidibacter,FH
3893,g__Frigididesulfovibrio,FH
3894,g__Frigididesulfovibrio_A,FH
3895,g__Frigoribacterium,FH
3896,g__Frischella,FH
3897,g__Frisingicoccus,ANa
3898,g__Frondihabitans,FH
3899,g__Fructilactobacillus,FH
3900,g__Fructobacillus,FH
3901,g__Fuerstia,FH
3902,g__Fukatsuia,FH
3903,g__Fulvimarina,FH
3904,g__Fulvimonas,FH
3905,g__Fulvivirga,FH
3906,g__Fundicoccus,FH ANa ANa
3907,g__Fundidesulfovibrio,FH
3908,g__Furfurilactobacillus,FH
3909,g__Fuscovulum,FH
3910,g__Fusibacter_A,FNa
3911,g__Fusibacter_B,FNa AH
3912,g__Fusicatenibacter,FH AH ANa
3913,g__Fusobacterium,FNa ANa
3914,g__Fusobacterium_A,FNa
3915,g__Fusobacterium_B,FNa
3916,g__Fusobacterium_C,FNa
3917,g__G11,FNa
3918,g__G519,FH
3919,g__G60ANME1,AH
3920,g__G713,NNa
3921,g__GAS188,FH
3922,g__GAS474,FH NNa
3923,g__GBChlB,FH
3924,g__GBMRC-2046,FH ANa NH
3925,g__GBS-1,AH ANa
3926,g__GBS-2,FH
3927,g__GBS-DC,FH
3928,g__GCA-000496135,AH
3929,g__GCA-001602625,FH
3930,g__GCA-001730085,FNa
3931,g__GCA-001735895,FH AH
3932,g__GCA-001856825,AH
3933,g__GCA-002050365,FH
3934,g__GCA-002282575,FH
3935,g__GCA-002401295,q F-
3936,g__GCA-002401385,nothing
3937,g__GCA-002402085,FH
3938,g__GCA-002684695,nothing
3939,g__GCA-002688135,q FH
3940,g__GCA-002690875,FH
3941,g__GCA-002691585,FH
3942,g__GCA-002694895,FH
3943,g__GCA-002697625,FH
3944,g__GCA-002700125,FH
3945,g__GCA-002701365,FH
3946,g__GCA-002701455,FH
3947,g__GCA-002701945,FH
3948,g__GCA-002704045,FH
3949,g__GCA-002704185,FH
3950,g__GCA-002705045,FH
3951,g__GCA-002707245,FH
3952,g__GCA-002707645,FH
3953,g__GCA-002707905,FH
3954,g__GCA-002708145,FH
3955,g__GCA-002708315,FH
3956,g__GCA-002708715,FH
3957,g__GCA-002712045,FH
3958,g__GCA-002712965,FH
3959,g__GCA-002713455,nothing
3960,g__GCA-002715585,FH
3961,g__GCA-002715885,FH
3962,g__GCA-002717915,FH
3963,g__GCA-002718395,FH
3964,g__GCA-002718515,FH
3965,g__GCA-002718585,FH AH
3966,g__GCA-002718655,FH
3967,g__GCA-002719095,FH
3968,g__GCA-002719695,FNa
3969,g__GCA-002720895,FH
3970,g__GCA-002721295,FH
3971,g__GCA-002722245,FH
3972,g__GCA-002723295,FH
3973,g__GCA-002723415,FH
3974,g__GCA-002724395,FH
3975,g__GCA-002724975,nothing
3976,g__GCA-002725925,FH
3977,g__GCA-002726655,FH
3978,g__GCA-002727615,FH
3979,g__GCA-002727735,FH
3980,g__GCA-002728675,FH
3981,g__GCA-002728855,FH
3982,g__GCA-002729875,FH
3983,g__GCA-002731945,FH
3984,g__GCA-002733105,FH
3985,g__GCA-002733185,FH
3986,g__GCA-002733465,FH
3987,g__GCA-002748415,FH
3988,g__GCA-002772825,FNa
3989,g__GCA-002772895,FH
3990,g__GCA-002773005,nothing
3991,g__GCA-002774445,ANa
3992,g__GCA-002779355,FH
3993,g__GCA-002779425,nothing
3994,g__GCA-002779465,nothing
3995,g__GCA-002779875,nothing
3996,g__GCA-002780085,FH
3997,g__GCA-002780795,FH
3998,g__GCA-002782225,nothing
3999,g__GCA-002782285,FH
4000,g__GCA-002782345,FH
4001,g__GCA-002784865,FH
4002,g__GCA-002785045,nothing
4003,g__GCA-002787175,ANa
4004,g__GCA-002787255,nothing
4005,g__GCA-002787375,FNa
4006,g__GCA-00278855,FH
4007,g__GCA-002788555,nothing
4008,g__GCA-002789015,FNa
4009,g__GCA-002790365,FH
4010,g__GCA-002790575,FH
4011,g__GCA-002790615,FH
4012,g__GCA-002790695,nothing
4013,g__GCA-002791395,FH
4014,g__GCA-002792115,nothing
4015,g__GCA-002793235,FH
4016,g__GCA-002793355,nothing
4017,g__GCA-002793575,nothing
4018,g__GCA-002795985,FH
4019,g__GCA-002838935,ANa
4020,g__GCA-002840015,FH
4021,g__GCA-002840305,FNa
4022,g__GCA-002840935,FH
4023,g__GCA-002840985,q FH
4024,g__GCA-002841655,FNa
4025,g__GCA-002862325,FH
4026,g__GCA-003244245,q FH
4027,g__GCA-004216475,FH
4028,g__GCA-011290485,FH AH
4029,g__GCA-012562765,nothing
4030,g__GCA-013348725,FH
4031,g__GCA-013693735,q F-
4032,g__GCA-014075295,FH
4033,g__GCA-014117445,FH
4034,g__GCA-1730015,FH
4035,g__GCA-2400775,FH
4036,g__GCA-2400975,FH
4037,g__GCA-2401155,FH
4038,g__GCA-2401345,nothing
4039,g__GCA-2401425,ANa
4040,g__GCA-2401445,ANa
4041,g__GCA-2401635,nothing
4042,g__GCA-2401725,FH
4043,g__GCA-2401735,FH
4044,g__GCA-2401785,FH
4045,g__GCA-2401865,ANa
4046,g__GCA-2402025,q A-
4047,g__GCA-2402105,FNa
4048,g__GCA-2402195,FH
4049,g__GCA-2634385,FH
4050,g__GCA-2683135,FH
4051,g__GCA-2683315,q F-
4052,g__GCA-2683405,FH
4053,g__GCA-2683775,FH
4054,g__GCA-2683825,FH
4055,g__GCA-2684605,FH
4056,g__GCA-2684655,FH
4057,g__GCA-2685815,FH
4058,g__GCA-2685855,nothing
4059,g__GCA-2685935,FH
4060,g__GCA-2685965,FH
4061,g__GCA-2686065,q F-
4062,g__GCA-2686265,FH
4063,g__GCA-2686295,nothing
4064,g__GCA-2686365,FH ANa
4065,g__GCA-2686445,ANa
4066,g__GCA-2686465,nothing
4067,g__GCA-2686595,FH
4068,g__GCA-2686765,FH
4069,g__GCA-2686855,AH
4070,g__GCA-2686945,FH
4071,g__GCA-2686955,FH
4072,g__GCA-2686995,FH
4073,g__GCA-2687015,FH
4074,g__GCA-2687025,q FH
4075,g__GCA-2687185,nothing
4076,g__GCA-2687275,nothing
4077,g__GCA-2687515,FH
4078,g__GCA-2687715,nothing
4079,g__GCA-2687795,ANa
4080,g__GCA-2687815,nothing
4081,g__GCA-2688035,nothing
4082,g__GCA-2688095,nothing
4083,g__GCA-2688105,FH
4084,g__GCA-2688265,nothing
4085,g__GCA-2688355,nothing
4086,g__GCA-2688435,FH
4087,g__GCA-2688775,AH
4088,g__GCA-2688925,AH
4089,g__GCA-2688965,nothing
4090,g__GCA-2689465,q F-
4091,g__GCA-2689605,FH
4092,g__GCA-2689925,nothing
4093,g__GCA-2689995,FH
4094,g__GCA-2690215,F-
4095,g__GCA-2690565,FH
4096,g__GCA-2690645,FNa
4097,g__GCA-2691085,q FH
4098,g__GCA-2691145,FH
4099,g__GCA-2691245,FH
4100,g__GCA-2691785,FH
4101,g__GCA-2692065,FH
4102,g__GCA-2693325,FH
4103,g__GCA-2693335,FH
4104,g__GCA-2696645,FH
4105,g__GCA-2696965,FH
4106,g__GCA-2697345,FH
4107,g__GCA-2697505,FH
4108,g__GCA-2698665,FH
4109,g__GCA-2698995,FH
4110,g__GCA-2699025,FH NNa
4111,g__GCA-2699105,ANa
4112,g__GCA-2699125,FH ANa
4113,g__GCA-2699335,FH
4114,g__GCA-2699365,FH
4115,g__GCA-2699445,FH
4116,g__GCA-2699585,FH
4117,g__GCA-2700365,FH
4118,g__GCA-2700405,FH
4119,g__GCA-2701545,FH
4120,g__GCA-2701705,FH
4121,g__GCA-2701885,FH
4122,g__GCA-2701925,FH
4123,g__GCA-2702065,FH
4124,g__GCA-2702235,FH
4125,g__GCA-2702655,FH ANa
4126,g__GCA-2704625,FH
4127,g__GCA-2704665,FH
4128,g__GCA-2705055,FH
4129,g__GCA-2705205,q FH
4130,g__GCA-2705445,FH
4131,g__GCA-2705995,FH
4132,g__GCA-2706205,FH
